번호,분야,사업명,신청시작일자,신청종료일자,소관기관,수행기관,등록일자,상세URL
511,수출,[경기] 부천시 2024년 중국 하얼빈 국제경제무역박람회 참가기업 모집 공고,2024-03-11,2024-03-28,경기도,부천산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095863
512,내수,[부산] 2024년 화장품ㆍ뷰티산업 사업화 지원(국내전시회 참가지원) 참여기업 모집 공고,2024-03-11,2024-03-20,부산광역시,부산테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095844
513,경영,[부산] 2024년 앵커기업 육성 지원사업 수혜기업 모집 공고,2024-03-11,2024-03-27,부산광역시,부산테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095843
514,인력,[경남] 2024년 1학기 현장실습비 지원사업 학기제 참여기업 모집 수정 공고,2024-03-11,2024-03-28,경상남도,경남테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095842
515,수출,[부산] 2024년 중화권ㆍ아세안 규격인증 지재권 확보 지원사업 신청기업 모집 공고,2024-03-13,2024-03-26,부산광역시,부산경제진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095862
516,기술,[대전] 2024년 공공기술 연계 기술고도화 지원사업 지원기업 모집 공고,2024-03-27,2024-03-29,대전광역시,대전테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095861
517,경영,[경기] 성남시 2024년 게임영상 및 음원제작 지원사업 기업 모집 공고,2024-03-11,2024-03-25,경기도,성남산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095840
518,기술,[경기] 성남시 2024년 게임기술 사업화 지원사업 기업 모집 공고,2024-03-11,2024-03-25,경기도,성남산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095841
519,수출,[경기] 화성시 2024년 수출에이전트 활용 지원 사업 모집 공고,2024-03-11,2024-03-29,경기도,기초자치단체,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095820
520,경영,[경기] 성남시 2024년 TV홈쇼핑(공영홈쇼핑) 지원사업 참가기업 모집 공고,2024-03-11,2024-03-29,경기도,성남산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095819
521,기술,[경기] 2024년 K-콘텐츠 IP융ㆍ복합 제작(중소 IP 도약) 지원사업 모집 공고,2024-03-13,2024-04-09,경기도,경기콘텐츠진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095818
522,내수,[경남] 2024년 이순신 방위산업전(YIDEX) 창업기업 공동관 전시회 부스임차비 지원 참여기업 모집 공고,2024-03-14,2024-03-29,경상남도,창원산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095839
523,경영,[경기] 부천시 2024년 여성기업 맞춤형 지원사업 참여기업 모집 공고,2024-03-14,2024-04-03,경기도,부천산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095817
524,창업,2024년 서울특별시 관광스타트업 협력프로젝트 사업 공모,2024-03-13,2024-03-29,서울특별시,서울관광재단,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095838
525,창업,[강원] 2024년 2차 해양수산 창업ㆍ투자지원사업 기업지원 통합 모집 공고,2024-03-14,2024-03-28,강원특별자치도,강릉과학산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095837
526,경영,[울산] 2024년 기술개발 인증지원 참여기업 모집 공고,2024-03-11,2024-03-29,울산광역시,울산경제일자리진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095816
527,경영,[인천] 서구 2024년 사회적가치지표(SVI) 측정 컨설팅 모집 공고,2024-03-15,2024-03-29,인천광역시,기초자치단체,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095836
528,내수,[경기] 성남시 2024년 콘텐츠기업 마케팅 지원사업 기업 모집 공고,2024-03-11,2024-03-25,경기도,성남산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095835
529,내수,[경기] 성남시 2024년 국내 판로 패키지 지원기업(소기업ㆍ소공인) 모집 공고,2024-03-11,2024-03-25,경기도,성남산업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095834
530,창업,2024년 금융 빅데이터 스타트업 지원사업 모집 공고(금융혁신 빅데이터 플랫폼 및 센터 활성화 사업),2024-03-11,2024-03-29,전북특별자치도,전북창조경제혁신센터,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095833
531,수출,[경기] 화성시 2024년 해외(국제) 전시회 개별참가 지원사업 모집 공고,2024-03-11,2024-03-25,경기도,화성시수출업무지원센터,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095815
532,기술,[부산] 2024년 고령친화산업 육성지원사업 지원기업 모집 공고,2024-03-13,2024-03-29,부산광역시,부산테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095832
533,기술,2024년 대구광역시 로봇 플래그쉽 사업 세부주관기관 컨소시엄 모집 공고,2024-03-20,2024-03-29,대구광역시,대구기계부품연구원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095831
534,경영,2024년 1분기 강원혁신도시 공공기관 연관산업 기업유치 등 지원사업 모집 공고,2024-03-12,2024-03-25,강원특별자치도,직접수행,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095830
535,경영,[충남] 2024년 전통시장 및 상점가 경영현대화 사업 지원계획 공고,2024-03-13,2024-03-22,충청남도,충청북도기업진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095829
536,경영,2024년 1분기 강원혁신도시 공유오피스 조성 지원사업 모집 공고,2024-03-12,2024-03-25,강원특별자치도,직접수행,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095828
537,기술,2024년 해양수산자원 산업화 육성 지원(바이오) 수혜기업 모집 공고,2024-03-27,2024-03-29,충청남도,충남테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095814
538,수출,[전남] 2024년 수출상품 디자인개발 지원사업 신청 공고,2024-03-08,2024-03-27,전라남도,전라남도중소기업일자리경제진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095827
539,수출,[전남] 2024년 수출상품 홍보동영상 제작 지원사업 신청 공고,2024-03-08,2024-03-27,전라남도,전라남도중소기업일자리경제진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095813
540,기술,2024년 기술지원프로그램 지원기업 통합 모집 공고(인천경제자유구역 혁신생태계 조성사업),2024-03-12,2024-03-28,인천광역시,인천테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095826
541,경영,[경기] 2024년 푸드테크기업 컨설팅 지원사업 참여업체 모집 공고,2024-03-11,2024-03-25,경기도,한국농업아카데미,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095812
542,경영,[서울] 2024년 소상공인 사업재기 및 안전한 폐업지원 지원대상 모집 공고,2024-03-13,2024-03-27,서울특별시,서울신용보증재단,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095811
543,경영,[울산] 2024년 유망 소상공인 로컬브랜드 육성사업 모집 공고,2024-03-11,2024-03-25,울산광역시,울산경제일자리진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095810
544,경영,2024년 부산혁신도시 공공기관 연관산업 기업유치 등 지원사업 모집 공고,2024-03-11,2024-03-22,부산광역시,직접수행,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095825
545,수출,[강원] 2024년 농수산식품 수출기업 육성 지원사업 참가업체 모집 공고,2024-03-12,2024-03-25,강원특별자치도,강원특별자치도경제진흥원,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095824
546,기술,[부산] 2024년 혁신조달 패키지 지원사업(예비지원 트랙) 추가 모집 공고,2024-03-13,2024-03-21,부산광역시,부산테크노파크,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095823
547,경영,[서울] 2024년 상반기 중장년 소상공인 디지털 전환 지원사업 참여 소상공인 모집 공고,2024-03-13,2024-03-27,서울특별시,서울신용보증재단,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095822
548,수출,[전남] 2024년 뉴욕 팬시푸드쇼 식품박람회 참가 희망기업 모집 공고,2024-03-13,2024-03-20,전라남도,한국농수산식품유통공사광주전남지역본부,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095821
549,수출,2024년 지역특화 프로젝트 레전드 50+ 지원기업 대상 수출지원기반활용사업 참여기업 모집공고(중소벤처기업부 소관 수출바우처사업),2024-03-15,2024-04-15,중소벤처기업부,중소벤처기업진흥공단,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095800
550,경영,[충북] 2024년 창업ㆍ혁신기업 성장프로그램 시행계획 공고,2024-03-07,2024-03-22,중소벤처기업부,지방중소벤처기업청,2024-03-15,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095809
551,금융,[서울] 2024년 중소기업육성기금 사회적경제계정 사회적경제기업 융자지원 계획 공고,2024-03-14,2024-12-31,서울특별시,서울신용보증재단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095799
552,기술,2024년 1차 전력정보화 및 정책지원사업(신재생에너지 분야) 신규지원 대상과제 공고,2024-03-13,2024-03-27,산업통상자원부,한국에너지공단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095798
553,인력,[서울] 2024년 서울우먼업 인턴십 참여기업 모집 공고,2024-03-14,2024-04-03,서울특별시,서울시여성가족재단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095808
554,기술,2024년 1차 XR STAGE 인프라 지원사업 공고,2024-03-13,2024-04-12,과학기술정보통신부,정보통신산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095807
555,금융,[경북] 2024년 햇살에너지농사 융자지원계획 공고,2024-03-13,2024-04-09,경상북도,직접수행,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095806
556,경영,2024년 시장진출게임 제작지원사업 모집 공고(전북 글로벌게임센터),2024-03-11,2024-03-28,전북특별자치도,전북특별자치도콘텐츠융합진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095805
557,수출,2024년 우수환경산업체 해외 환경전시회 참가 및 판로개척 지원사업 모집 공고,2024-03-13,2024-03-22,환경부,한국환경산업기술원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095796
558,기술,2024년 강소연구개발특구육성(R&D)사업 지원 공고,2024-03-25,2024-04-05,과학기술정보통신부,연구개발특구진흥재단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095804
559,경영,[부산] 2024년 감정노동자 노동환경개선 지원 모집 공고,2024-03-11,2024-03-29,부산광역시,직접수행,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095795
560,내수,2024년 농식품 테크 스타트업 창업박람회(AFRO 2024) 참가기업 모집 공고,2024-03-08,2024-04-19,농림축산식품부,한국농업기술진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095794
561,인력,보건복지부 시니어인턴십 참여기업 모집 공고,2024-01-01,2024-12-31,보건복지부,한국노인인력개발원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095793
562,기술,[경기] 군포시 2024년 제품 초기 상용화(시제품) 지원사업 공고,2024-03-11,2024-03-29,경기도,군포산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095792
563,기술,[경기] 군포시 2024년 품질경쟁력 강화 지원사업 공고,2024-03-11,2024-03-29,경기도,군포산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095791
564,경영,2024년 안전서비스디자인사업(산업단지 안전 인프라 구축 지원) 수요기업 모집 공고,2024-03-13,2024-04-09,산업통상자원부,한국디자인진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095790
565,내수,2024년 공동A/S 지원사업 참여기업 모집 공고,2024-03-13,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095789
566,경영,[전북] 2024년 기술닥터 프로그램 참여기업(비R&D) 모집 공고,2024-03-11,2024-12-31,전북특별자치도,전북테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095788
567,경영,[전북] 2024년 1차 중소기업 디자인개발 지원사업 과제 모집 공고,2024-03-11,2024-03-22,전북특별자치도,전북테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095787
568,기술,[경남] 창원시 2024년 소재부품장비 뿌리기술 전문기업 맞춤형 지원사업 모집 공고,2024-03-12,2024-04-19,경상남도,창원산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095786
569,기술,2024년 해외실증(PoC) 지원 사업 창업기업 모집 공고,2024-03-13,2024-04-08,중소벤처기업부,창업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095784
570,기술,[전북] 2024년 농건설기계기업 수출연계형 글로벌 생태계 구축 지원사업 참여기업 모집 공고,2024-03-25,2024-03-29,전북특별자치도,전북테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095785
571,기술,[서울] 2024년 약자를 위한 기술개발 지원사업 모집 공고,2024-03-12,2024-04-19,서울특별시,서울경제진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095802
572,창업,[경기] 이천시 2024년 도자특화 인재 창업ㆍ창직 지원사업 공고(지역ㆍ산업맞춤형 일자리창출 지원사업),2024-03-18,2024-04-12,경기도,한국세라믹기술원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095783
573,창업,[충남] 보령시 2024년 이공사오 청년창업 지원사업 예비창업자 모집 공고,2024-03-11,2024-03-20,충청남도,한국능률협회,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095801
574,기술,2024년 여행업계 디지털 전환 지원사업 수혜기업 모집 공고,2024-03-18,2024-04-05,문화체육관광부,한국관광공사,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095780
575,경영,2024년 신산업 분야 오픈소스 사업화 지원사업 신규과제 모집 공고,2024-03-12,2024-04-12,과학기술정보통신부,정보통신산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095779
576,내수,2024년 TV홈쇼핑 방송지원사업 참여기업 모집 공고,2024-03-13,2024-04-01,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095782
577,경영,2024년 AI 보안 제품 및 서비스 사업화 지원사업 모집 공고,2024-03-12,2024-04-15,과학기술정보통신부,한국인터넷진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095778
578,경영,2024년 AI 보안 시제품 개발 지원사업 모집 공고,2024-03-12,2024-04-12,과학기술정보통신부,한국인터넷진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095777
579,내수,2024년 5월 대한민국 동행축제 참여기업 모집 공고,2024-03-12,2024-03-26,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095781
580,기술,2024년 디지털 트윈 제품화 전환ㆍ개발 지원사업 신규과제 모집 공고,2024-03-13,2024-04-15,과학기술정보통신부,정보통신기획평가원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095776
581,내수,2024년 대형유통망(신세계ㆍ현대 등) 연계 오프라인기획전 Pool 모집 공고,2024-03-13,2024-03-22,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095775
582,경영,2024년 자발적 에너지효율목표제 참여사업장 모집 공고,2024-03-13,2024-12-31,산업통상자원부,한국에너지공단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095760
583,내수,2024년 오프라인 기획전(현대백화점 판교점) 참여기업 모집 공고,2024-03-13,2024-03-19,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095759
584,창업,[제주] 2024년 JEMI디딤돌(제주콘텐츠코리아랩) 지원사업 모집 공고,2024-03-12,2024-04-02,제주특별자치도,제주영상문화산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095774
585,기술,2024년 친환경 바이오 플라스틱 상용화 지원사업 수혜기업 모집 공고,2024-03-25,2024-04-09,산업통상자원부,대구테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095758
586,경영,2024년 차세대 ICT여성리더 육성(협업 프로젝트 지원사업) 참가자 모집 공고,2024-03-11,2024-04-12,과학기술정보통신부,IT여성기업인협회,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095757
587,창업,[부산] 2024년 부산안전산업존(BSI-Zone) 예비창업자 및 초기창업자 모집 공고,2024-03-12,2024-03-20,부산광역시,부산테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095773
588,경영,2024년 2차 에너지경영시스템 인프라 구축 지원사업 공고,2024-03-07,2024-04-03,산업통상자원부,한국에너지공단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095756
589,기술,2024년 에너지효율시장 조성사업(특화) 공고,2024-03-25,2024-04-15,산업통상자원부,한국에너지공단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095772
590,경영,[경북] 포항시 2024년 이차전지산업 업종전환 지원사업 수혜기업 모집 공고,2024-03-11,2024-03-29,경상북도,포항금속소재산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095771
591,기술,[경남] 2024년 자동차 부품산업 기업지원사업 수혜기업 모집 공고,2024-03-04,2024-03-22,경상남도,경남테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095755
592,내수,[서울] 2024년 1차 벤처창업기업제품(벤처나라) 추천기업 모집 공고,2024-03-14,2024-04-03,중소벤처기업부,지방중소벤처기업청,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095754
593,수출,2024년 농식품산업 해외진출지원 해외농업연계 국제개발협력 지원사업 모집 공고,2024-03-13,2024-03-29,농림축산식품부,해외농업자원개발협회,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095770
594,수출,2024년 의료기기 글로벌 판로 개척 지원 사업 모집 공고,2024-03-13,2024-03-31,보건복지부,한국보건산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095769
595,경영,[경기] 2024년 품질경영활동 지원사업 참여기업 모집 공고,2024-03-05,2024-03-20,경기도,한국표준협회경기지역본부,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095768
596,경영,[서울] 2024년 중소기업 산업디자인 개발 지원사업 참여기업 모집 공고,2024-03-18,2024-04-12,서울특별시,서울디자인재단,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095753
597,기술,2024년 IoT 테스트필드 기반 실증 지원사업 모집 공고,2024-04-05,2024-12-31,과학기술정보통신부,인천테크노파크,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095767
598,경영,[경기] 안성시 2024년 소상공인 경영환경개선사업 공고,2024-04-01,2024-04-05,경기도,한국생산성본부,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095752
599,내수,2024년 스마트플래그십스토어(소담상회 with idus place) 입점 소상공인 모집 공고,2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095766
600,내수,2024년 스마트플래그십스토어(소담상회 with interpark쇼핑) 입점 소상공인 모집 공고,2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095751
601,기술,[부산] 2024년 2차 중소기업 빅데이터 분석ㆍ활용 지원사업 수요기업 모집 공고,2024-03-12,2024-03-25,부산광역시,부산정보산업진흥원,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095750
602,창업,[충남ㆍ충북ㆍ세종] 2024년 1차 창업성장지원사업 예비ㆍ초기창업자 모집 공고,2024-02-29,2024-03-22,과학기술정보통신부,단국대학교,2024-03-14,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095749
603,경영,2024년 온라인수출 컨설팅 수행기관 모집 공고,2024-03-12,2024-03-25,중소벤처기업부,중소벤처기업진흥공단,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095765
604,기술,2024년 차세대 고효율 전력반도체 실증 인프라 기업 지원 모집 공고,2024-03-11,2024-03-19,산업통상자원부,한국전기연구원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095764
605,기술,2024년 반도체분야 신규지원 대상과제 재공고,2024-03-11,2024-03-21,산업통상자원부,한국산업기술기획평가원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095763
606,경영,중소기업 공동A/S 지원(2024년 중소기업 마케팅 지원사업 통합 공고),2024-03-01,2024-10-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095762
607,내수,온라인쇼핑몰 통합관리(판판셀러)(2024년 중소기업 마케팅 지원사업 통합 공고),2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095747
608,수출,[전남] 2024년 수출상품 카탈로그 제작 지원사업 신청 공고,2024-03-08,2024-03-27,전라남도,전라남도중소기업일자리경제진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095746
609,기술,[광주] 2024년 임상실증연계 치과의료 소재부품산업 고도화 사업 수혜기업 모집 공고(스마트특성화기반구축사업),2024-03-11,2024-03-29,광주광역시,광주테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095761
610,내수,중소기업제품 전용판매장 입점지원(2024년 중소기업 마케팅 지원사업 통합 공고),2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095745
